jogador,idade,nacionalidade,time,valor,posicao
F. Gulbrandsen,25,Norway,FC Red Bull Salzburg,1.3,ST
C. Edwards,24,England,Östersunds FK,1.3,RCM
Auremir,26,Brazil,BB Erzurumspor,1,RB
S. Rincón,24,Colombia,Vitória Guimarães,1.4,RM
J. Harrop,22,England,Preston North End,1.5,CAM
A. Kwarasey,30,Ghana,Vålerenga Fotball,675K,GK
J. Fejzić,32,Bosnia Herzegovina,1. FC Magdeburg,600K,GK
Cláudio Falcão,23,Brazil,CD Aves,1.2,CDM
B. Sosa,20,Croatia,VfB Stuttgart,1.6,LB
D. Marcq,29,France,SV Zulte-Waregem,825K,CDM
P. Seguin,23,Germany,VfL Wolfsburg,1.2,RB
Z. Yıldırım,27,Turkey,Antalyaspor,1.1,CDM
S. Fortès,26,Cape Verde,Toulouse Football Club,1.1,RCB
T. Iwanami,24,Japan,Urawa Red Diamonds,1.1,RCB
J. Carrasso,30,France,Stade de Reims,675K,GK
M. Vilhjálmsson,31,Iceland,Rosenborg BK,950K,ST
Helton Leite,27,Brazil,Boavista FC,700K,GK
M. Stefaniak,23,Germany,VfL Wolfsburg,1.5,LW
Sergio Santos,23,Brazil,Audax Italiano,1.5,LS
A. Kalulu,22,France,FC Basel 1893,1.6,RM
Vinícius,28,Hungary,,0,CB
D. Stockdale,32,England,Birmingham City,600K,GK
A. Blanco,30,Mexico,Pachuca,675K,GK
J. Butterfield,28,England,Derby County,1,CM
Bruno Brígido,27,Brazil,CD Feirense,875K,GK
D. Tonucci,29,Italy,Foggia,825K,RCB
N. Lima,23,United States,San Jose Earthquakes,1.2,RB
A. Mitryushkin,22,Russia,FC Sion,1.4,GK
B. Sagredo,29,Chile,San Luis de Quillota,1,LM
Omar Perdomo,24,Spain,Gimnàstic de Tarragona,1.3,RM
C. Kipré,21,France,Wigan Athletic,1.4,RCB
S. Escudero,29,Japan,Ulsan Hyundai FC,1,LM
D. Llanos,28,Chile,Universidad Católica,1.1,ST
J. Caicedo,28,Colombia,Independiente Medellín,1.1,LS
M. Normann,22,Norway,Brighton & Hove Albion,1.5,CM
C. Keita,22,Mali,KAS Eupen,1.4,LW
J. Lazare Amani,20,Ivory Coast,KAS Eupen,1.7,LCM
S. Hain,29,Germany,SpVgg Unterhaching,1.1,RS
K. Kraus,25,Germany,1. FC Kaiserslautern,1.1,RCB
Raillo,26,Spain,RCD Mallorca,1.1,LCB
M. Bašić,30,Croatia,Grasshopper Club Zürich,775K,CDM
J. Carreño,21,Chile,Universidad Católica,1.5,CM
P. Erras,23,Germany,1. FC Nürnberg,1.4,CDM
J. Peters,31,Netherlands,Willem II,700K,CB
J. Ruiz,24,Costa Rica,Al Fayha,1.4,RM
J. Mansilla,31,Argentina,San Luis de Quillota,925K,LB
G. Monachello,24,Italy,Pescara,1.5,ST
Jonaldo Monteiro,30,Brazil,Chapecoense,750K,LB
Y. Njie,24,Gambia,Boavista FC,1.4,ST
P. Garcés,33,Chile,CD Antofagasta,525K,GK
J. Rassoul,22,Senegal,Sporting Lokeren,1.3,CB
F. Schleusener,26,Germany,SV Sandhausen,1.3,RS
C. Guanca,25,Argentina,Ettifaq FC,1.3,ST
P. Abrahamsson,29,Sweden,BK Häcken,700K,GK
A. Abdi,31,Switzerland,Sheffield Wednesday,900K,CM
A. Barberis,24,Italy,Crotone,1.4,CM
S. Rochet,25,Uruguay,Sivasspor,975K,GK
S. Çiftpınar,25,Turkey,Yeni Malatyaspor,1.1,LCB
M. Frydrych,28,Czech Republic,SK Slavia Praha,825K,RB
N. Chernov,22,Russia,PFC CSKA Moscow,1.5,CB
M. Moreno,24,Argentina,Club Atlético Lanús,1.4,LM
M. Autret,27,France,Stade Brestois 29,1.1,CAM
D. Diamantakos,25,Greece,FC St. Pauli,1.3,ST
F. Honorat,21,France,Clermont Foot 63,1.7,RM
R. Zapata,39,Colombia,Independiente Santa Fe,70K,GK
G. Taylor,20,Scotland,Kilmarnock,2.1,LB
D. Davis,27,England,Birmingham City,1.2,CM
S. Benrahma,22,Algeria,Brentford,1.4,LW
P. Burner,22,France,OGC Nice,1.3,RB
A. Mbengue,24,Senegal,Stade Malherbe Caen,1.2,LB
J. Pi,24,France,Stade Brestois 29,1.2,RDM
S. Vegas,21,Chile,Monarcas Morelia,1.3,LB
Hélder Tavares,28,Cape Verde,CD Tondela,1,RDM
S. Ekramy,34,Egypt,,0,GK
Júlio César,23,Brazil,CD Nacional,1.2,RCB
M. Mustacchio,29,Italy,Perugia,1,RM
Kim Jin Hyeon,30,Korea Republic,Cerezo Osaka,675K,GK
Héctor,27,Spain,CD Tenerife,975K,LB
Wang Dalei,29,China PR,Shandong Luneng TaiShan FC,700K,GK
G. Lovrencsics,29,Hungary,,0,RB
Rui Silva,24,Portugal,Granada CF,1.1,GK
F. Öztürk,31,Turkey,Akhisar Belediyespor,650K,GK
J. Ramis,28,Uruguay,Vélez Sarsfield,1.1,ST
T. Serbest,24,Turkey,Kasimpaşa SK,1.2,RCM
M. Araujo,23,Peru,Club Atlético Talleres,1.2,LCB
L. Pernica,28,Czech Republic,Viktoria Plzeň,1,RCB
J. Fuentes,23,Chile,CD O'Higgins,1.4,LCB
R. Pich,29,Slovakia,Śląsk Wrocław,1,LM
R. Schiavi,32,Italy,US Salernitana 1919,600K,CB
D. Warmerdam,22,Netherlands,FC Groningen,1.2,LM
I. Gómez,21,Argentina,Estudiantes de La Plata,1.6,LDM
J. Rojas,35,Chile,San Luis de Quillota,250K,LCB
Huang Bowen,30,China PR,Guangzhou Evergrande Taobao FC,775K,CDM
J. Laso,27,Argentina,Vélez Sarsfield,1,RCB
T. Jodłowiec,32,Poland,Piast Gliwice,600K,CAM
H. Hermannsson,23,Iceland,Brøndby IF,1.2,CB
P. Forsell,27,Finland,Miedź Legnica,1.1,RF
M. Bogado,33,Argentina,Club Atlético Huracán,425K,CDM
R. Rodriguez,27,Switzerland,FC Zürich,1.1,LM
T. Çalış,24,Turkey,Yeni Malatyaspor,1.2,CDM
R. Krauße,24,Germany,FC Ingolstadt 04,1.1,CDM
O. Ejaria,20,England,Rangers FC,2,RCM
H. Duljević,24,Bosnia Herzegovina,SG Dynamo Dresden,1.3,LW
G. Arabidze,20,Georgia,CD Nacional,1.9,RW
E. Pérez,29,Mexico,Tiburones Rojos de Veracruz,800K,RB
Felipe Silva,28,Brazil,Sanfrecce Hiroshima,1.1,CAM
M. Sonnleitner,31,Austria,SK Rapid Wien,700K,RCB
T. Kirschbaum,31,Germany,Bayer 04 Leverkusen,650K,GK
J. Verhoek,29,Netherlands,MSV Duisburg,1.1,ST
Q. Bernard,28,France,Stade Brestois 29,825K,LB
E. Ruud,34,Norway,Odds BK,300K,RB
W. Johnson,31,Canada,Orlando City SC,700K,CDM
M. Hartmann,32,Germany,SC Fortuna Köln,850K,ST
F. Mattia,30,Argentina,San Martín de San Juan,775K,RCB
Y. Opanasenko,27,Ukraine,Atiker Konyaspor,875K,RB
J. Grahl,29,Germany,VfB Stuttgart,825K,GK
B. van Polen,32,Netherlands,PEC Zwolle,575K,LB
F. Brorsson,22,Sweden,Malmö FF,1.2,CB
D. Saint-Louis,23,Congo,Paris FC,1.4,LW
J. Fuchs,20,Cameroon,FC Sochaux-Montbéliard,1.6,CDM
L. Coulibaly,22,Mali,Rangers FC,1.7,CM
Jonathan Pereira,31,Spain,AD Alcorcón,950K,ST
C. Avinel,31,France,AC Ajaccio,700K,RCB
Felipe Macedo,24,Brazil,Portimonense SC,1.2,CB
M. Çelik,28,Turkey,Galatasaray SK,1.1,CAM
M. Etame,29,Cameroon,Alanyaspor,1,LM
Adrián Diéguez,22,Spain,Deportivo Alavés,1.3,CB
B. Shuttleworth,31,United States,Minnesota United FC,650K,GK
C. Salcido,38,Mexico,Guadalajara,140K,CB
J. Gastien,30,France,Clermont Foot 63,775K,LDM
A. Vural,27,Turkey,Sivasspor,850K,GK
M. Roberts,27,England,Birmingham City,1,CB
A. Mac Allister,19,Argentina,Argentinos Juniors,2.2,CM
C. Schneuwly,30,Switzerland,FC Luzern,1,CAM
Edu Ramos,26,Spain,Cádiz CF,1.1,CDM
P. Calandria,36,Argentina,CD O'Higgins,375K,ST
J. Medranda,24,Colombia,Sporting Kansas City,1.2,LB
L. Stulac,23,Slovenia,Parma,1.3,CDM
S. Moutoussamy,21,France,FC Nantes,1.6,CM
M. Schönbächler,28,Switzerland,FC Zürich,1.1,RM
N. Giannetti,27,Italy,Livorno,1.1,ST
J. Joronen,25,Finland,FC København,975K,GK
Pablo Pérez,24,Spain,Real Sporting de Gijón,1.4,CAM
M. Dupé,25,France,FC Nantes,900K,GK
J. Roye,29,France,GFC Ajaccio,1,RCM
S. Rossbach,22,Norway,Odds BK,1.5,GK
M. Diemers,24,Netherlands,Fortuna Sittard,1.4,CAM
Matheus Reis,23,Brazil,Rio Ave FC,1.1,LB
Jon Toral,23,Spain,Hull City,1.4,CAM
L. Melano,25,Argentina,Portland Timbers,1.4,ST
C. Kazim-Richards,31,Turkey,Lobos BUAP,950K,RS
P. Haring,25,Austria,Heart of Midlothian,1.2,LCM
G. Niedermeier,32,Germany,Melbourne Victory,600K,LCB
A. O'Brien,24,Republic of Ireland,Millwall,1.3,LM
J. Holt,25,Scotland,Fleetwood Town,1.3,LCM
S. Rosales,23,Argentina,Gimnasia y Esgrima La Plata,1.5,LM
N. Reniero,23,Argentina,San Lorenzo de Almagro,1.6,ST
L. Singh,20,South Africa,SC Braga,1.9,ST
G. Papunashvili,22,Georgia,Real Zaragoza,1.5,RM
S. Souprayen,29,France,AJ Auxerre,800K,LB
Tomeu Nadal,29,Spain,Albacete BP,825K,GK
B. Schmitz,23,Germany,1. FC Köln,1.1,RCB
A. Robinson,20,United States,Wigan Athletic,1.6,LB
I. Jebali,26,Tunisia,Rosenborg BK,1.3,ST
L. Damour,27,France,Cardiff City,1.1,CDM
M. Modolo,29,Italy,Venezia FC,825K,LCB
M. Fossati,25,Italy,Hellas Verona,1.3,CM
R. Echeverría,23,Chile,Universidad de Chile,1.5,CB
H. Fertoli,23,Argentina,Newell's Old Boys,1.4,LM
Jhonatan,27,Brazil,Moreirense FC,850K,GK
C. O'Dowda,23,Republic of Ireland,Bristol City,1.5,LS
D. Monsalve,34,Colombia,Patriotas Boyacá FC,325K,CB
Brian Oliván,24,Spain,Cádiz CF,1.2,LB
R. González,27,Argentina,Unión Española,1,LCB
P. Tsintotas,24,Greece,AEK Athens,1.1,GK
M. Ponce,29,Mexico,Guadalajara,800K,LB
D. Novaretti,33,Argentina,Querétaro,425K,CB
A. Lang,25,Hungary,,0,CB
S. Villa,22,Colombia,Boca Juniors,1.7,RW
B. Nastić,23,Serbia,KRC Genk,1.1,LB
S. Bornauw,19,Belgium,RSC Anderlecht,1.6,LCB
A. Karabulut,30,Turkey,Sivasspor,1,LM
Isaac Becerra,30,Spain,Gimnàstic de Tarragona,675K,GK
L. Mühl,21,Germany,1. FC Nürnberg,1.7,LCB
L. Bénes,20,Slovakia,Borussia Mönchengladbach,2,CAM
M. Hansen,28,Denmark,FC Basel 1893,925K,GK
F. Espíndola,33,Argentina,San Martin de Tucumán,650K,ST
A. Matthews,26,Wales,Sunderland,1,RB
R. Millar,36,Chile,Monarcas Morelia,325K,RCM
A. Traustason,25,Iceland,Malmö FF,1.3,LM
J. Zacaría,28,Argentina,Universidad de Chile,1.1,LW
A. Bodzek,32,Poland,Fortuna Düsseldorf,600K,LDM
Aníbal Capela,27,Portugal,Cosenza,1,CB
M. Kolke,27,Germany,SV Wehen Wiesbaden,850K,GK
Emidio Hoffman,34,Brazil,Atlético Mineiro,325K,CB
I. Ganago,19,Cameroon,OGC Nice,1.8,ST
O. Ben-Harush,28,Israel,Sporting Lokeren,825K,LB
R. Weil,30,Germany,1. FC Magdeburg,775K,CB
Álex Mula,21,Spain,Málaga CF,1.6,LM
Tomané,25,Portugal,CD Tondela,1.3,ST
C. Sapong,29,United States,Philadelphia Union,1.1,RM
S. Asamoah,24,Togo,Sint-Truidense VV,1.2,RDM
J. Cavallaro,24,Argentina,Club Atlético Tigre,1.4,LM
H. Choudhury,20,England,Leicester City,1.6,CDM
B. Pitman,30,England,Portsmouth,1,ST
A. Kovácsik,27,Hungary,,0,GK
K. Kawamata,28,Japan,Júbilo Iwata,1.1,ST
M. Martínez,25,Argentina,Racing Club,1.2,CB
J. Orejuela,25,Ecuador,,0,RCM
L. Caicedo,26,Ecuador,Tiburones Rojos de Veracruz,1.2,LCB
D. Vente,19,Netherlands,Feyenoord,1.8,ST
M. Thiel,25,Germany,1. FC Heidenheim 1846,1.3,LM
L. Galeano,26,Argentina,Club Atlético Aldosivi,1.1,RCB
F. Passlack,20,Germany,Norwich City,1.6,RB
N. Daghfous,31,Tunisia,SV Sandhausen,925K,RM
T. Smith,28,New Zealand,Colorado Rapids,850K,LCB
R. Leonard,26,England,Millwall,1.2,LCM
Filipe Melo,28,Portugal,GD Chaves,850K,CDM
Undabarrena,23,Spain,CD Tenerife,1.3,LCM
H. Belkaroui,27,Algeria,Al Raed,875K,LCB
R. Živković,21,Netherlands,KV Oostende,1.6,ST
Arsénio,28,Portugal,Moreirense FC,1.1,RW
M. Riquero,35,Uruguay,Club Deportes Temuco,250K,RDM
T. van Weert,28,Netherlands,Aalborg BK,1.1,RS
Césario Figueirido,34,Brazil,Atlético Paranaense,325K,LCB
Brahim Díaz,18,Spain,Manchester City,2.2,LW
Ratón,25,Spain,Real Zaragoza,975K,GK
D. Soddimo,30,Italy,Frosinone,1,CAM
Diego Caballo,24,Spain,Deportivo de La Coruña,1.2,LB
L. Grimi,33,Argentina,Newell's Old Boys,400K,LB
A. Ienaga,32,Japan,Kawasaki Frontale,825K,RAM
César,25,Brazil,Santa Clara,1.1,CB
G. Prömel,23,Germany,1. FC Union Berlin,1.3,RCM
D. Cataño,26,Colombia,Deportes Tolima,1.3,CAM
O. Kolář,23,Czech Republic,SK Slavia Praha,1.1,GK
M. Samassa,28,Mali,ESTAC Troyes,750K,GK
J. Pérez,29,Colombia,Atlético Bucaramanga,1,LM
M. Richter,20,Germany,FC Augsburg,1.6,RM
J. Hyka,30,Albania,San Jose Earthquakes,1,LM
A. Hjulsager,23,Denmark,RC Celta,1.6,CM
A. Sjöberg,27,Sweden,Colorado Rapids,1,RCB
M. Fernández,29,Uruguay,Audax Italiano,925K,CB
V. Muratori,30,France,AS Nancy Lorraine,750K,LB
E. Hovland,29,Norway,Rosenborg BK,825K,RCB
D. Furman,25,Poland,Wisła Płock,1.1,LCM
G. Machín,35,Argentina,Argentinos Juniors,450K,RCM
F. Starzyński,27,Poland,Zagłębie Lubin,1.2,CAM
K. Vandendriessche,28,France,KV Oostende,1,RDM
D. Romney,25,United States,LA Galaxy,1.1,LCB
S. Hagen,32,Norway,Odds BK,600K,RCB
H. Nakagawa,23,Japan,Kashiwa Reysol,1.3,CAM
L. Tawamba,28,Cameroon,Al Taawoun,1.1,ST
B. Bodin,26,Wales,Preston North End,1.2,RM
Willian Rocha,29,Brazil,Nagoya Grampus,825K,CB
A. Traoré,28,Senegal,Çaykur Rizespor,825K,LB
D. Bisoli,24,Italy,Brescia,1.3,CAM
S. Ganvoula,22,Congo,VfL Bochum 1848,1.5,ST
Kim Kee Hee,28,Korea Republic,Seattle Sounders FC,850K,RCB
G. Barriga,33,Chile,Unión La Calera,400K,LB
R. Zentner,23,Germany,1. FSV Mainz 05,1.1,GK
A. Schenetti,27,Italy,Cittadella,1.1,CAM
P. Szymiński,24,Poland,Palermo,1.3,CB
K. Ziani,35,Algeria,US Orléans Loiret Football,450K,RM
H. Jurjus,24,Netherlands,De Graafschap,1,GK
Rochinha,23,Portugal,Boavista FC,1.5,RM
C. Manea,20,Romania,,0,RB
O. Kakabadze,23,Georgia,FC Luzern,1.2,RB
J. Choplin,33,France,AC Ajaccio,425K,LCB
C. Pasquato,28,Italy,Legia Warszawa,1.1,CAM
Muralha,25,Brazil,Al Hazem,1.3,LDM
M. Romeo,22,Antigua & Barbuda,Millwall,1.3,RB
Minhoca,30,Portugal,Santa Clara,1,LW
C. Núñez,25,Uruguay,Unión La Calera,1.3,ST
K. Zachariassen,23,Norway,Sarpsborg 08 FF,1.4,LM
N. Frey,34,France,Chievo Verona,300K,RB
W. Sandilands,34,South Africa,Orlando Pirates,425K,GK
A. Vuletich,26,Argentina,US Salernitana 1919,1.3,ST
C. Fandrich,27,Germany,FC Erzgebirge Aue,1,LCM
G. Bueno,24,Uruguay,Club Atlético Colón,1.1,LW
K. Çelikay,30,Turkey,MKE Ankaragücü,575K,GK
G. Stewart,28,Scotland,Kilmarnock,900K,CF
C. Teuchert,21,Germany,FC Schalke 04,1.7,ST
J. Larentowicz,34,United States,Atlanta United,270K,CDM
Villalibre,20,Spain,Athletic Club de Bilbao,1.4,ST
M. Grün,31,Germany,SV Darmstadt 98,550K,GK
M. van der Maarel,28,Netherlands,FC Utrecht,700K,LB
J. Obiang,24,Gabon,ESTAC Troyes,900K,LB
S. Kingsley,23,Scotland,Hull City,1,LB
Gabrielzinho,22,Brazil,Rio Ave FC,1.2,RW
F. Poli,29,Italy,Carpi,700K,LCB
M. Cranie,31,England,Sheffield United,600K,CB
David Rocha,33,Spain,Gimnàstic de Tarragona,525K,RCM
F. Bandinelli,23,Italy,Benevento,1.3,LCM
Vágner Norteiro,34,Brazil,Chapecoense,250K,RB
P. Rojas,26,Colombia,Jaguares de Córdoba,950K,RM
M. Tchokounté,29,France,Stade Malherbe Caen,900K,ST
J. Mutch,26,England,Vancouver Whitecaps FC,1,CM
E. Boateng,24,Ghana,LA Galaxy,1.2,LM
Avto,26,Georgia,GD Chaves,950K,LW
Alberto Perea,27,Spain,Cádiz CF,950K,CAM
E. Flores,24,Peru,Monarcas Morelia,1.2,LM
J. Stage,21,Denmark,Aarhus GF,1.3,RM
G. Flores,32,Mexico,Cruz Azul,500K,RB
A. Bangoura,26,Guinea,Rayo Vallecano,1.1,RM
P. Lugüercio,36,Argentina,Estudiantes de La Plata,300K,RM
I. Hagi,19,Romania,,0,CAM
M. Pedersen,21,Denmark,FC Nordsjælland,1.2,LWB
J. Lawrence,25,Wales,RSC Anderlecht,975K,CB
A. Mazzarani,28,Italy,US Salernitana 1919,900K,CAM
A. O'Connor,25,Republic of Ireland,Bradford City,925K,RCB
M. Bagayoko,28,Ivory Coast,,0,RB
M. Pedersen,36,Norway,Tromsø IL,280K,CDM
Danilo,28,Belgium,Antalyaspor,900K,CAM
P. Ngawa,26,Belgium,Perugia,925K,RB
M. Somma,23,Italy,Deportivo de La Coruña,1.3,CB
B. Webster,31,England,Millwall,600K,CB
S. Holmén,34,Sweden,IF Elfsborg,425K,LCM
M. Zambelli,32,Italy,Foggia,500K,RM
A. Zreľák,24,Slovakia,1. FC Nürnberg,1.2,ST
C. Canío,37,Chile,Club Deportes Temuco,300K,CAM
Kaio Pantaleão,22,Brazil,Santa Clara,1,CDM
H. Mier,28,Mexico,Querétaro,825K,RCB
P. McEleney,25,Northern Ireland,Dundalk,1.1,CAM
Cristiano,27,Portugal,Vitória de Setúbal,725K,GK
A. Oueslati,26,Tunisia,Al Fateh,1.1,CAM
C. Brannagan,22,England,Oxford United,1.4,LCM
E. Burgos,26,Argentina,AD Alcorcón,950K,RCB
D. Graham,32,England,Blackburn Rovers,725K,ST
A. Aosman,23,Syria,SG Dynamo Dresden,1.2,RF
Sergi Canós,21,Spain,Brentford,1.2,RW
Mauriçio Clerez,26,Brazil,Vitória,775K,CB
Koke Vegas,22,Spain,Levante UD,1,GK
J. Sainati,29,France,FC Lorient,700K,LCB
P. Hofmann,25,Germany,Eintracht Braunschweig,1.2,ST
Kang Sang Woo,24,Korea Republic,Pohang Steelers,975K,LB
V. Jugović,28,Croatia,Jeonnam Dragons,900K,CM
Márcio Velinha,30,Brazil,Chapecoense,575K,GK
R. Curtis,22,Republic of Ireland,Portsmouth,1.5,LW
J. Andersson,21,Sweden,FC Midtjylland,1.1,RWB
F. Uzoho,19,Nigeria,Elche CF,1.6,GK
A. Hammoudan,26,Morocco,Al Raed,950K,RM
Unai García,25,Spain,CA Osasuna,1,RCB
F. Mladenović,26,Serbia,Lechia Gdańsk,850K,LB
C. Ripley,25,England,Accrington Stanley,850K,GK
R. Andrich,23,Germany,1. FC Heidenheim 1846,1.2,CM
V. Bozhikov,30,Bulgaria,,0,LB
K. Sierhuis,20,Netherlands,Ajax,1.5,ST
A. Escoto,25,Mexico,Deportivo Toluca,1.1,ST
C. Rodríguez,23,Chile,CD Everton de Viña del Mar,1,RB
Lee Keun Ho,33,Korea Republic,Ulsan Hyundai FC,575K,ST
D. González,35,Colombia,Independiente Medellín,210K,GK
Oh Beom Seok,33,Korea Republic,Gangwon FC,350K,LDM
D. Ljubicic,20,Austria,SK Rapid Wien,1.4,LDM
G. Abán,31,Argentina,Unión La Calera,800K,RW
Raúl Cámara,34,Spain,CD Tenerife,250K,RB
E. Velasco,26,Colombia,Once Caldas,850K,LB
S. Nsoki,19,France,Paris Saint-Germain,1.7,LB
R. Maniero,30,Italy,Cosenza,875K,RS
G. Piovi,23,Argentina,Gimnasia y Esgrima La Plata,1,LCB
D. Lemos,23,Colombia,Once Caldas,1.3,ST
T. Mrčela,27,Australia,Perth Glory,875K,CB
Y. Yoshida,28,Japan,Sagan Tosu,700K,LB
C. Sheridan,29,Republic of Ireland,Jagiellonia Białystok,900K,LM
L. Burliga,30,Poland,Jagiellonia Białystok,650K,RB
S. Ezatolahi,21,Iran,Reading,1.5,CM
M. Andersen,29,Denmark,FC Midtjylland,700K,GK
E. Özbir,28,Turkey,Yeni Malatyaspor,725K,GK
Merquelanz,23,Spain,Real Sociedad,1.3,LW
A. La Gumina,22,Italy,Empoli,1.3,RS
K. Londoño,24,Colombia,Once Caldas,1.1,RM
D. Guastavino,33,Uruguay,Independiente Santa Fe,550K,LAM
A. La Mantia,27,Italy,Lecce,950K,LS
M. Friedl,20,Austria,SV Werder Bremen,1.3,LB
A. Turgeman,27,Israel,FK Austria Wien,1,ST
T. Bašić,21,Croatia,FC Girondins de Bordeaux,1.4,CM
R. Gabrielsen,26,Norway,Molde FK,925K,RCB
M. Palmer,23,England,Rotherham United,1.2,CM
V. Černý,20,Czech Republic,Ajax,1.3,RW
J. Nolan,26,England,Ipswich Town,1.1,CM
I. Rivero,26,Uruguay,Club Tijuana,875K,RM
Carlinhos,23,Brazil,FC Lugano,1.2,RS
C. Baird,22,United States,Real Salt Lake,1.4,ST
W. Kamavuaka,28,DR Congo,SV Darmstadt 98,725K,CDM
A. Gabr,29,Egypt,,0,RCB
J. Drachmann,30,Denmark,Odense Boldklub,825K,CM
Jorge García,34,Spain,CF Rayo Majadahonda,270K,CB
R. Gall,23,United States,Malmö FF,1.4,CAM
Jorgino Baumer,34,Brazil,Chapecoense,450K,CAM
P. McShane,32,Republic of Ireland,Reading,525K,CB
Eugeni,23,Spain,Albacete BP,1.3,CAM
Reguilón,21,Spain,Real Madrid,1.4,LB
J. Carvallo,32,Peru,,0,GK
T. Acar,32,Turkey,Sivasspor,525K,GK
E. Berko,23,Germany,SG Dynamo Dresden,1.2,RM
G. Gil Romero,25,Argentina,Belgrano de Córdoba,975K,CDM
F. Harek,35,Algeria,Nîmes Olympique,210K,CB
M. Asiri,31,Saudi Arabia,Al Ahli,800K,ST
F. Arancibia,21,Chile,Universidad de Chile,1.6,LM
Y. Leiva,20,Chile,Universidad de Chile,1.5,RM
L. Jallow,23,Gambia,US Salernitana 1919,1.2,LS
M. Alphonse,28,France,Dijon FCO,700K,RB
K. Salazar,22,Colombia,Atlético Bucaramanga,1.5,CAM
J. Arce,33,Bolivia,,0,
E. Fernández,23,France,CF Rayo Majadahonda,1.3,LCM
R. Benatelli,26,Germany,SG Dynamo Dresden,1.1,RCM
R. Becerra,30,Argentina,Deportes Iquique,875K,ST
Oh Seung Hoon,30,Korea Republic,Ulsan Hyundai FC,575K,GK
Fredinho Mutto,26,Brazil,Bahia,750K,LB
D. Zagorac,31,Croatia,Dinamo Zagreb,550K,GK
F. Di Tacchio,28,Italy,US Salernitana 1919,900K,CDM
T. Watt,24,Scotland,St. Johnstone FC,1.3,RS
S. Baldock,29,England,Reading,900K,ST
D. Valdés,27,Colombia,Boyacá Chicó FC,950K,ST
S. Moharrami,22,Iran,Dinamo Zagreb,1.1,RB
T. Dangda,30,Thailand,Sanfrecce Hiroshima,875K,LS
S. Nicholson,23,Scotland,Colorado Rapids,1.3,LM
T. Browning,24,England,Everton,1,CB
Song Seung Min,26,Korea Republic,Pohang Steelers,1.1,ST
Macedo,26,Brazil,Jeonnam Dragons,1.1,ST
Y. Eteki,20,Cameroon,UD Almería,1.3,RDM
E. Alfonso,30,Italy,Brescia,575K,GK
D. Mattocks,27,Jamaica,DC United,950K,ST
R. Sanusi,26,Belgium,Grenoble Foot 38,925K,CDM
Adrián Maideira,34,Brazil,Vitória,450K,CAM
Soriano,20,Spain,Sevilla FC,1.1,GK
T. Röcher,27,Austria,FC Ingolstadt 04,950K,LM
Gerard Badía,28,Spain,Piast Gliwice,900K,RM
M. Núñez,31,Argentina,Atlético Bucaramanga,775K,RM
S. Alakouch,19,France,Nîmes Olympique,1.5,RB
L. Rose,26,Mauritius,FC Lorient,875K,CB
B. Thoelke,26,Germany,FC Admira Wacker Mödling,925K,CB
W. Droste,29,Netherlands,Heracles Almelo,675K,RB
Sun Ke,28,China PR,Tianjin Quanjian FC,900K,LM
I. Močinić,25,Croatia,SK Rapid Wien,1.1,CDM
A. Toşca,26,Romania,PAOK,875K,LB
Daniel Mestrança,34,Brazil,Sport Club do Recife,250K,LB
J. Arias,25,Uruguay,Club Atlético Talleres,1.2,ST
M. Gorgelin,27,France,Olympique Lyonnais,750K,GK
Cristian Ceballos,25,Spain,Sint-Truidense VV,1.1,CAM
J. Croux,24,Belgium,Willem II,1.1,RW
D. Kort,23,Poland,Wisła Kraków,1.3,RDM
J. Grant,23,England,Luton Town,1.2,LM
I. Ledezma,22,Chile,Audax Italiano,1.3,CAM
R. Tavera,22,Colombia,Atlético Huila,1.3,CDM
Davide Eustáquio,26,Brazil,Santos,950K,CAM
M. Kvesić,26,Bosnia Herzegovina,FC Erzgebirge Aue,1.1,CAM
K. Fortuné,28,France,ESTAC Troyes,925K,ST
J. Lundstram,24,England,Sheffield United,1.1,CM
Y. Brecher,25,Switzerland,FC Zürich,875K,GK
S. Nachreiner,29,Germany, SSV Jahn Regensburg,700K,CB
Y. Thoelen,27,Belgium,KAA Gent,725K,GK
T. Deric,29,United States,Houston Dynamo,700K,GK
M. te Vrede,26,Netherlands,NAC Breda,1.1,ST
Ha Tae Goon,30,Korea Republic,Jeonnam Dragons,875K,ST
G. Bunoza,30,Bosnia Herzegovina,Incheon United FC,675K,LB
D. Wydra,24,Austria,FC Erzgebirge Aue,950K,CB
L. Vigen Christensen,23,Denmark,Brøndby IF,1.2,RCM
M. Kuster,24,Austria,SV Mattersburg,825K,GK
S. Bolbat,25,Ukraine,Shakhtar Donetsk,1.1,LM
D. Valoyes,21,Colombia,Club Atlético Talleres,1.6,RW
C. Soukou,25,Benin,FC Hansa Rostock,1.1,RS
Yu Yang,28,China PR,Beijing Sinobo Guoan FC,725K,CB
Jonaldo Santoso,26,Brazil,Sport Club do Recife,975K,ST
J. Agudelo,25,United States,New England Revolution,1.1,RM
K. Barmen,24,Norway,SK Brann,1.1,CDM
Ricardo Nunes,32,South Africa,Pogoń Szczecin,500K,LB
S. Tarashaj,23,Switzerland,Grasshopper Club Zürich,1.2,CAM
A. Garofalo,33,Italy,Venezia FC,550K,LM
Sunny,29,Nigeria,Real Salt Lake,700K,LCM
T. Kane,24,England,Hull City,1,RB
O. Gaber,26,Egypt,,0,RB
